0.103731,-0.0674711,0.322569
0.106473,-0.0701325,0.335574
0.0443315,-0.13148,0.427282
0.0418314,-0.0708774,0.378142
0.0385429,-0.0484218,0.319602
0.01693,-0.139909,0.920303
0.0646336,-0.0699613,0.414107
-0.477267,-0.24647,1.48923
0.122366,-0.0441618,0.337704
0.152854,-0.100601,0.427765
0.592461,-0.361671,1.30028
0.58422,-0.338274,1.34727
0.0420425,-0.0669721,0.395592
0.0789989,-0.0699337,0.334797
0.0514902,-0.111835,0.487423
0.0505741,-0.0868241,0.48825
0.0812448,-0.0640295,0.308003
-0.51104,-0.231899,1.08659
-0.399643,-0.235676,1.09212
-0.275446,-0.321625,1.05669
-0.303252,-0.228672,0.966392
-0.0687912,-0.167683,1.00136
-0.0220837,-0.107488,0.730198
-0.0295949,-0.432946,1.40197
0.058599,-0.106196,0.36142
0.0734774,-0.0753548,0.459282
0.0332354,-0.430739,1.37166
0.0199991,-0.352242,1.13194
0.0444843,-0.13646,0.425996
0.325842,-0.170744,0.758225
0.529591,-0.234039,1.23483
0.129502,-0.073852,0.351942
0.127439,-0.0891343,0.350087
0.12092,-0.0847933,0.336065
0.119794,-0.087241,0.335919
0.118284,-0.0866683,0.323013
0.0900031,-0.0471622,0.336446
0.160738,-0.0606833,0.454043
-0.329901,-0.15507,1.0422
-0.242111,-0.291288,0.972719
-0.0298985,-0.149957,0.682045
-0.323237,-0.277708,1.41667
-0.247213,-0.252799,1.1063
-0.249251,-0.260029,1.13501
-0.212354,-0.218952,0.978948
-0.0637912,-0.184878,0.781938
-0.298883,-0.380699,1.3038
-0.285376,-0.370947,1.50154
-0.266242,-0.329131,1.33544
-0.250086,-0.322546,1.14056
-0.0681373,-0.220291,0.797953
-0.0604501,-0.181438,0.732692
-0.0451061,-0.159004,0.650718
-0.0387899,-0.12623,0.76822
-0.0637595,-0.153489,0.96702
-0.0296966,-0.142759,0.697608
-0.323192,-0.366193,1.2132
-0.311625,-0.326004,1.01817
-0.320061,-0.324977,1.01803
0.127937,-0.0474428,0.34716
-0.444527,-0.252067,1.2054
-0.680583,-0.259505,1.6148
-0.694087,-0.265356,1.66403
-0.0337521,-0.154678,0.774277
-0.068111,-0.145794,0.946745
-0.0662843,-0.194461,0.799331
-0.0603106,-0.209571,0.730713
-0.043016,-0.0997932,0.688343
-0.0396698,-0.0990944,0.672272
-0.0468185,-0.101253,0.68978
-0.0715217,-0.203201,1.0044
-0.0743295,-0.199502,0.980482
-1.39225,-0.70384,2.95397
-0.85716,-0.433674,1.80524
-0.302774,-0.266003,0.96285
-0.644214,-0.248272,1.57699
-0.685197,-0.26781,1.62711
0.0942131,-0.0298951,0.266596
0.0934467,-0.0284364,0.255397
-0.0722846,-0.226056,0.87617
0.1004,-0.0735915,-0.549345
0.0673312,0.0303792,-0.615949
0.083418,-0.18245,-0.589881
0.0433613,-0.0407327,-0.679603
0.0748618,-0.136988,-0.633773
0.0894834,-0.14839,-0.601757
0.0562313,-0.000825344,-0.526651
0.0615528,-0.126042,-0.638734
0.109767,-0.0275312,-0.519597
0.11227,-0.0975572,-0.561344
0.062259,-0.125228,-0.641536
0.0966669,-0.165664,-0.587148
0.0273953,0.0443611,-0.651754
0.0592585,-0.175347,-0.679018
0.0724468,-0.0647668,-0.596026
0.0910006,0.0108373,-0.548494
0.0714564,0.0550984,-0.570569
0.0748835,0.0190517,-0.584387
0.0398298,-0.00501043,-0.674198
0.109903,-0.189156,-0.57533
0.210384,-0.235694,-0.314757
0.330727,0.026778,-0.00609583
0.234004,0.0187756,-0.151394
0.338552,0.0209198,-0.0256186
0.36042,-0.0191817,0.0318336
0.261502,0.0310372,-0.118352
0.306684,-0.00562733,0.115543
0.482682,-0.0278865,0.282154
0.326275,-0.00215314,0.0895956
0.309643,0.021233,0.000998359
0.314464,-0.00160504,0.12259
0.101739,-0.0359538,-0.525628
0.0754472,-0.041252,-0.594195
0.0842094,-0.142435,-0.536735
0.0910551,-0.0958,-0.537717
