0.0871994,0.287524,0.797337,0.000183766,-0.000817714,-0.000330864,1
0.12404,0.287734,0.848896,0.000183766,-0.000817714,-0.000330864,1
0.489616,0.0661346,1.08144,0.000183766,-0.000817714,-0.000330864,1
-0.131327,0.195752,1.04246,0.000183766,-0.000817714,-0.000330864,1
0.280743,0.292303,0.825693,0.000183766,-0.000817714,-0.000330864,1
-0.029867,0.212266,1.06668,0.000183766,-0.000817714,-0.000330864,1
0.014031,0.265865,0.874086,0.000183766,-0.000817714,-0.000330864,1
-0.0231282,0.266689,0.915599,0.000183766,-0.000817714,-0.000330864,1
0.20972,0.281948,0.795372,0.000647003,-0.000587677,-0.00116836,0.999999
0.104327,0.28964,0.818905,0.000183766,-0.000817714,-0.000330864,1
0.115767,0.286098,0.873419,0.000183766,-0.000817714,-0.000330864,1
-0.439419,-0.0587087,1.10938,0.000647003,-0.000587677,-0.00116836,0.999999
0.124233,0.292478,0.827805,0.000183766,-0.000817714,-0.000330864,1
0.18736,0.273868,0.789341,0.000183766,-0.000817714,-0.000330864,1
0.0882788,0.242948,0.880757,0.000183766,-0.000817714,-0.000330864,1
-0.14593,0.111587,1.01976,0.000183766,-0.000817714,-0.000330864,1
0.00577926,0.139056,1.09492,0.000183766,-0.000817714,-0.000330864,1
-0.00651466,0.141718,1.10923,0.000183766,-0.000817714,-0.000330864,1
0.0319537,0.2389,0.921522,0.000183766,-0.000817714,-0.000330864,1
0.0733508,0.239377,0.915953,0.000183766,-0.000817714,-0.000330864,1
-0.0343466,0.211942,1.07708,0.000183766,-0.000817714,-0.000330864,1
-0.0404657,0.266343,0.927355,0.000183766,-0.000817714,-0.000330864,1
0.0331263,0.283941,0.820381,0.000183766,-0.000817714,-0.000330864,1
-0.388864,-0.0814064,1.11028,0.000647003,-0.000587677,-0.00116836,0.999999
0.301045,0.223654,0.879717,-0.00241749,-0.0108978,-0.00370852,0.999931
-0.392457,-0.135299,1.09865,0.000647003,-0.000587677,-0.00116836,0.999999
-0.416987,-0.11717,1.12931,0.000183766,-0.000817714,-0.000330864,1
0.494091,-0.0143066,1.0474,0.000183766,-0.000817714,-0.000330864,1
0.496346,0.0427312,1.0908,0.000183766,-0.000817714,-0.000330864,1
0.0518383,0.29443,0.82001,0.000183766,-0.000817714,-0.000330864,1
0.178171,0.106141,0.999797,0.000183766,-0.000817714,-0.000330864,1
0.502324,0.0444481,1.05009,0.000183766,-0.000817714,-0.000330864,1
0.50086,-0.0385578,1.05527,0.000183766,-0.000817714,-0.000330864,1
0.484003,-0.00551278,1.08123,0.000183766,-0.000817714,-0.000330864,1
0.273197,-0.107801,0.909174,0.000647003,-0.000587677,-0.00116836,0.999999
-0.00972646,0.263557,0.904857,0.000183766,-0.000817714,-0.000330864,1
-0.436857,-0.0315218,1.11234,0.000647003,-0.000587677,-0.00116836,0.999999
-0.45662,-0.0331613,1.1101,-0.00141213,0.000476906,-0.00164213,0.999998
-0.0420577,0.24698,0.947867,0.000183766,-0.000817714,-0.000330864,1
0.230193,0.292386,0.758244,0.000647003,-0.000587677,-0.00116836,0.999999
0.0129463,0.2165,0.979273,0.000183766,-0.000817714,-0.000330864,1
0.497481,0.0666995,1.071,0.000183766,-0.000817714,-0.000330864,1
0.0292696,0.263855,0.869769,0.000183766,-0.000817714,-0.000330864,1
-0.0690553,0.271774,0.973839,0.000183766,-0.000817714,-0.000330864,1
0.156646,0.261576,0.842555,0.000183766,-0.000817714,-0.000330864,1
0.22154,0.229707,0.91749,0.000647003,-0.000587677,-0.00116836,0.999999
0.330335,0.111576,0.893994,0.000647003,-0.000587677,-0.00116836,0.999999
0.331208,0.175361,0.907003,-0.00241749,-0.0108978,-0.00370852,0.999931
0.281962,0.305791,0.789999,0.000183766,-0.000817714,-0.000330864,1
0.290068,0.292601,0.833698,0.000183766,-0.000817714,-0.000330864,1
-0.127258,0.214199,1.01982,0.000183766,-0.000817714,-0.000330864,1
-0.168687,0.199462,1.06089,0.000183766,-0.000817714,-0.000330864,1
-0.0270167,-0.0749774,1.0563,0.000183766,-0.000817714,-0.000330864,1
0.00621121,0.300597,0.820597,0.000183766,-0.000817714,-0.000330864,1
0.48102,-0.222828,1.0589,0.000183766,-0.000817714,-0.000330864,1
-0.0129962,0.276323,0.905995,0.000183766,-0.000817714,-0.000330864,1
-0.426345,-0.0460644,1.08013,0.000183766,-0.000817714,-0.000330864,1
0.121163,0.258071,0.971528,0.000183766,-0.000817714,-0.000330864,1
