-0.0370278,-0.277551,0.863124
0.242915,-0.185434,0.740633
0.240997,-0.198086,0.732441
0.0590897,-0.00255563,0.748812
0.239582,-0.0335804,0.755325
0.25749,-0.0171664,0.770361
0.288986,0.0275818,0.77285
0.245893,-0.0835882,0.767643
0.258298,-0.0796816,0.757699
0.241869,-0.0508846,0.760542
-0.0080437,-0.151533,0.660619
-0.00610669,0.0256409,0.740782
0.240392,-0.211428,0.728856
0.244982,-0.221529,0.742279
0.264708,-0.0653915,0.786404
-0.0498354,-0.243702,0.850319
-0.0579856,-0.253972,0.886604
-0.043325,-0.171468,0.872145
0.0720703,-0.0859336,0.715665
-0.178831,0.0188256,1.25622
-0.0539693,-0.137897,0.867659
0.0577606,-0.0597818,0.723453
-0.204,0.0194504,0.812486
-0.147419,-0.183866,0.852492
-0.401779,-0.00584886,1.40368
-0.0987479,-0.151153,0.851963
-0.155422,-0.163273,0.834326
-0.0755669,-0.0990176,0.863496
-0.0818185,-0.0990261,0.864411
0.0569449,0.0476494,0.724473
0.302786,0.0361603,0.761886
-0.248613,0.0600912,0.627306
-0.0962696,0.0537068,0.692596
0.0722359,-0.137948,0.71325
0.159567,-0.212238,0.72628
0.283275,-0.12378,0.743875
0.18024,0.204382,-0.550198
0.198894,0.217356,-0.570347
0.250462,0.181942,-0.592822
0.739651,0.235813,-0.368305
0.147989,0.346695,-0.457738
0.164305,0.0856106,-0.538064
0.273091,0.0845322,-0.550175
0.77996,-0.00769464,-0.415096
0.759062,0.232421,-0.33918
0.78879,0.176021,-0.344452
0.796686,0.138989,-0.269404
0.281542,0.230309,-0.538068
0.109916,0.288997,-0.459469
0.0883586,0.262134,-0.522474
0.218996,0.075479,-0.519214
0.289777,0.0430573,-0.574079
0.176155,0.0910859,-0.558627
0.0159889,0.270161,-0.551636
0.0157253,0.275414,-0.564814
0.501925,0.454976,-0.535543
0.413953,0.415504,-0.542004
0.107513,0.294934,-0.544158
0.353932,0.0365264,-0.0565357
0.76407,0.236936,-0.361705
-0.00121029,0.246308,-0.520891
0.0710553,0.187738,-0.560028
0.00389641,0.258602,-0.563319
0.410907,0.443952,-0.527876
0.228243,0.171967,-0.561802
0.0136927,0.253839,-0.559022
0.143493,0.200006,-0.561478
0.31446,0.334863,-0.532358
0.236981,0.196145,-0.584396
0.151411,0.0950885,-0.575363
0.0361814,0.326033,-0.577533
0.395778,0.410416,-0.529364
0.206288,0.220511,-0.576641
0.136137,0.191919,-0.545315
0.232968,0.173228,-0.578686
0.00730538,0.255597,-0.552933
0.00256199,0.0589403,-0.486927
0.138395,0.190575,-0.552885
0.0378459,0.31671,-0.568228
-0.00750822,0.263436,-0.554624
0.310841,0.193129,-0.542696
0.133962,0.273044,-0.46546
0.303641,0.160214,-0.575867
0.233881,0.186047,-0.581847
0.221619,0.192315,-0.56038
0.0632495,0.286056,-0.536721
0.266229,0.203376,-0.627743
0.215081,0.168605,-0.553366
0.477352,0.50115,-0.559061
0.160395,-0.000860037,-0.567101
0.0195856,0.0907985,-0.589075
0.0114698,0.259075,-0.561753
0.261983,0.208925,-0.558799
0.325019,0.227342,-0.554958
0.477615,0.0126075,-0.109539
0.589945,0.078276,-0.164521
-0.0385424,-0.0334161,-0.00862998
0.643329,0.261582,-0.3727
0.78736,0.139804,-0.364233
0.416009,0.312321,-0.577058
